customerkey,customername,age,maritalstatus,gender,datefirstpurchase,city,stateprovincename,englishcountryregionname
27100,Hunter Walker,42,M,M,04-05-2022,Haney,British Columbia,Canada
27101,Eduardo Bell,47,S,M,5/26/2021,Langford,British Columbia,Canada
27102,Katherine B Miller,47,S,F,5/27/2021,Newton,British Columbia,Canada
27103,Chloe M Brooks,47,S,F,9/22/2021,Port Orchard,Washington,United States
27104,Randy B Zhu,47,M,M,09-05-2021,Bellflower,California,United States
27105,Sean Perez,47,S,M,09-03-2021,Burlingame,California,United States
27106,Jennifer Allen,47,S,F,9/15/2021,Los Angeles,California,United States
27107,Alexa D Stewart,47,M,F,8/30/2021,Los Angeles,California,United States
27108,Rachel B Thompson,49,S,F,09-11-2021,Downey,California,United States
27109,Mandy A Cai,50,M,F,3/14/2022,Beaverton,Oregon,United States
27110,Andrew C Miller,51,M,M,11/14/2022,Cliffside,British Columbia,Canada
27111,Gabriel Flores,51,M,M,06-08-2022,Vancouver,British Columbia,Canada
27112,Caleb Foster,51,S,M,6/26/2022,Haney,British Columbia,Canada
27113,Ashley C Diaz,51,M,F,09-10-2022,Issaquah,Washington,United States
27114,Alexander Thompson,45,M,M,10/21/2021,Colma,California,United States
27115,Kristi Navarro,51,M,F,11-03-2022,Beaverton,Oregon,United States
27116,Regina L Gonzalez,51,S,F,10-08-2021,Bellingham,Washington,United States
27117,Jermaine H Prasad,51,M,M,10/15/2021,Bellingham,Washington,United States
27118,Tina Kapoor,41,M,F,07-03-2022,Lieusaint,Seine et Marne,France
27119,Mayra T Gonzalez,41,M,F,09-05-2022,Hannover,Nordrhein-Westfalen,Germany
27120,Clarence Kumar,42,M,M,09-02-2022,München,Hamburg,Germany
27121,Teresa R Rubio,43,S,F,7/14/2022,London,England,United Kingdom
27122,Ernest N Liang,48,S,M,08-12-2022,Courbevoie,Hauts de Seine,France
27123,Jaclyn Xie,42,S,F,8/25/2022,Croix,Nord,France
27124,Raymond E Kovar,48,M,M,9/22/2022,Metz,Moselle,France
27125,Albert Dominguez,48,M,M,8/17/2022,Bracknell,England,United Kingdom
27126,Derek I Sharma,37,S,M,2/26/2022,Saint Ouen,Somme,France
27127,Misty Black,48,S,F,5/29/2022,Paderborn,Hamburg,Germany
27128,Heather Cai,42,S,F,2/22/2022,Saint Ouen,Loir et Cher,France
27129,Mindy Tang,37,S,F,05-04-2022,Frankfurt am Main,Saarland,Germany
27130,Eric H Parker,48,S,M,10/26/2022,Esher-Molesey,England,United Kingdom
27131,Edgar M Madan,42,S,M,10/21/2022,Milton Keynes,England,United Kingdom
27132,Eduardo Gonzalez,65,S,M,8/24/2022,Billericay,England,United Kingdom
27133,Phillip A Arun,65,M,M,9/15/2022,Villeneuve-d'Ascq,Nord,France
27134,Glenn K Chen,65,S,M,8/31/2022,Paris,Seine (Paris),France
27135,David B Martin,64,S,M,07-08-2022,Versailles,Yveline,France
27136,Isabella D Coleman,48,M,F,9/25/2022,Solingen,Nordrhein-Westfalen,Germany
27137,Cindy L Lopez,49,S,F,8/16/2022,London,England,United Kingdom
27138,Veronica Sara,44,M,F,9/21/2022,Suresnes,Hauts de Seine,France
27139,Jon Liu,38,S,M,10/26/2022,Berlin,Hessen,Germany
27140,Roger Holt,49,S,M,8/17/2022,Cambridge,England,United Kingdom
27141,Tonya A Anand,48,M,F,08-12-2022,Warrington,England,United Kingdom
27142,Lindsay Andersen,44,S,F,9/24/2022,Pantin,Seine Saint Denis,France
27143,Alvin C Deng,49,S,M,3/16/2022,Drancy,Seine Saint Denis,France
27144,Franklin Shen,41,S,M,09-09-2022,Coffs Harbour,New South Wales,Australia
27145,Pamela L Chapman,40,S,F,08-10-2022,Townsville,Queensland,Australia
27146,Danny Hernandez,52,S,M,06-05-2022,Rockhampton,Queensland,Australia
27147,Melvin E Nara,52,S,M,11-05-2022,Findon,South Australia,Australia
27148,Edwin Zhu,51,S,M,6/30/2022,Hawthorne,Queensland,Australia
27149,Jeffery M She,53,M,M,10-06-2022,Warrnambool,Victoria,Australia
27150,Lacey J Anand,53,M,F,5/14/2022,St. Leonards,New South Wales,Australia
27151,Carrie W Moreno,39,S,F,10-08-2022,West Sussex,England,United Kingdom
27152,Dawn L Wang,44,S,F,3/31/2022,London,England,United Kingdom
27153,Gina Ruiz,43,S,F,3/26/2022,Les Ulis,Essonne,France
27154,Holly Arun,42,S,F,10/20/2022,Ingolstadt,Bayern,Germany
27155,Eric C Hall,37,M,M,3/15/2022,Paris,Seine (Paris),France
27156,Makayla C Morgan,37,M,F,5/23/2022,Warrington,England,United Kingdom
27157,Raul Xu,37,M,M,06-11-2022,Münster,Saarland,Germany
27158,Lucas Jones,37,M,M,9/27/2022,Gateshead,England,United Kingdom
27159,Veronica Rodriguez,37,S,F,8/30/2022,Boulogne-Billancourt,Hauts de Seine,France
27160,Brandi Vazquez,39,M,F,10-08-2022,Dresden,Hessen,Germany
27161,Reginald Gill,39,S,M,11/28/2022,Berlin,Hessen,Germany
27162,Phillip Madan,43,M,M,11-11-2022,Reading,England,United Kingdom
27163,Wayne L Luo,39,S,M,05-03-2022,Paris,Seine (Paris),France
27164,Micheal E Carlson,45,S,M,05-12-2022,Billericay,England,United Kingdom
27165,Bruce Patel,45,S,M,08-12-2022,Leeds,England,United Kingdom
27166,Trisha R Ye,44,S,F,10/17/2022,Colombes,Hauts de Seine,France
27167,Tanya Vazquez,44,M,F,5/13/2022,Saint Ouen,Somme,France
27168,Donald R Madan,40,M,M,10/18/2022,Runcorn,England,United Kingdom
27169,Louis Xu,45,S,M,12-03-2022,Neunkirchen,Saarland,Germany
27170,Douglas S Sara,45,M,M,10-11-2022,Suresnes,Hauts de Seine,France
27171,Kristi A Gill,45,S,F,08-11-2022,Oxford,England,United Kingdom
27172,Jessie Navarro,46,S,F,10/26/2022,Duesseldorf,Hessen,Germany
27173,Suzanne Ye,45,M,F,03-07-2022,Essen,Hamburg,Germany
27174,Fernando M Bennett,45,S,M,09-10-2022,Paderborn,Nordrhein-Westfalen,Germany
27175,Marshall L Raji,45,S,M,11/16/2022,London,England,United Kingdom
27176,Erik Martin,46,M,M,2/18/2022,Stuttgart,Saarland,Germany
27177,Henry L Arun,46,M,M,12-03-2022,Reading,England,United Kingdom
27178,Terrance Mehta,46,S,M,12/20/2022,Bonn,Hamburg,Germany
27179,Jamie W Rubio,41,S,M,8/22/2022,Billericay,England,United Kingdom
27180,Joe L Diaz,41,S,M,11/29/2022,Grevenbroich,Bayern,Germany
27181,Rafael M Deng,47,S,M,6/27/2022,Sèvres,Hauts de Seine,France
27182,Jarrod Srini,47,M,M,6/24/2022,Paris,Seine (Paris),France
27183,Geoffrey Garcia,41,S,M,06-03-2022,Hof,Bayern,Germany
27184,Donald C Subram,45,S,M,02-01-2022,Poing,Saarland,Germany
27185,Haley Nelson,46,S,F,11-08-2022,Cheltenham,England,United Kingdom
27186,Lindsay Shan,46,S,F,11-09-2022,York,England,United Kingdom
27187,Lucas Diaz,47,M,M,12/16/2022,Werne,Nordrhein-Westfalen,Germany
27188,Claudia C She,41,S,F,10-07-2022,Münster,Saarland,Germany
27189,Elizabeth T Diaz,41,M,F,09-10-2022,National City,California,United States
27190,Shelby M Reed,43,M,F,01-04-2023,Burbank,California,United States
27191,David J Brown,43,S,M,1/19/2023,Newton,British Columbia,Canada
27192,Angelica K Gonzales,43,S,F,2/13/2022,Long Beach,California,United States
27193,Daniel V Miller,43,S,M,9/29/2021,Lincoln Acres,California,United States
27194,Chase Cooper,86,M,M,05-02-2022,Lake Oswego,Oregon,United States
27195,Robert D Perez,80,M,M,10-11-2021,San Francisco,California,United States
27196,Lauren Robinson,46,S,F,3/20/2022,Sooke,British Columbia,Canada
27197,Isaiah W Bell,45,M,M,5/26/2022,Bremerton,Washington,United States
27198,Jocelyn Flores,51,S,F,7/17/2022,Burien,Washington,United States
27199,Jesse E Wright,51,M,M,9/29/2021,Everett,Washington,United States
27200,Anna Thompson,51,S,F,11/16/2022,Lebanon,Oregon,United States
27201,Jose Taylor,50,M,M,10-02-2021,Marysville,Washington,United States
27202,James Hall,51,S,M,03-09-2022,Sedro Woolley,Washington,United States
27203,Jennifer J Sanchez,57,S,F,10/17/2022,Portland,Oregon,United States
27204,Devin Hall,63,S,M,7/27/2022,Chula Vista,California,United States
27205,Erin Murphy,63,M,F,10/23/2021,Coronado,California,United States
27206,Marcus Mitchell,63,M,M,10/13/2021,San Francisco,California,United States
27207,Taylor V Morris,56,S,F,03-06-2022,Bellingham,Washington,United States
27208,David Chen,56,S,M,12/25/2022,Westminster,British Columbia,Canada
27209,Erick D Rodriguez,56,S,M,7/30/2022,Burlingame,California,United States
27210,Hunter Flores,57,S,M,4/14/2022,Burbank,California,United States
27211,Isaiah M Roberts,62,M,M,10-08-2021,Milwaukie,Oregon,United States
27212,Sophia M Roberts,62,M,F,10-12-2021,Long Beach,California,United States
27213,Julia Lewis,61,S,F,10-12-2022,Spokane,Washington,United States
27214,Bianca A Zimmerman,61,M,F,05-01-2022,Beverly Hills,California,United States
27215,Samantha Hughes,61,S,F,10/21/2022,Port Hammond,British Columbia,Canada
27216,Ana D Diaz,61,M,F,1/23/2023,San Gabriel,California,United States
27217,Julia Walker,60,S,F,5/29/2022,Renton,Washington,United States
27218,Bailey F Allen,60,M,F,4/13/2022,Santa Monica,California,United States
27219,Benjamin Yang,60,S,M,5/27/2022,Lemon Grove,California,United States
27220,Jackson Long,60,S,M,09-12-2022,Torrance,California,United States
27221,Matthew J Jones,60,S,M,4/29/2022,Tacoma,Washington,United States
27222,Virginia Sai,60,M,F,2/15/2022,Chula Vista,California,United States
27223,Jeremy S Wright,60,M,M,3/26/2022,Walla Walla,Washington,United States
27224,Jessica A Griffin,60,M,F,04-02-2022,W. Linn,Oregon,United States
27225,Isaac L Murphy,60,M,M,09-09-2022,Santa Cruz,California,United States
27226,Christian Wang,59,M,M,10-05-2021,Lake Oswego,Oregon,United States
27227,Emily Bryant,59,S,F,10/22/2021,El Cajon,California,United States
27228,Amanda Young,54,M,F,10-09-2021,Issaquah,Washington,United States
27229,Zachary Zhang,59,M,M,2/22/2022,San Francisco,California,United States
27230,Hunter R Wilson,54,S,M,7/18/2022,Port Hammond,British Columbia,Canada
27231,Tyrone Ramos,58,S,M,10-04-2021,Colma,California,United States
27232,Ram Thirunavukkarasu,46,S,M,10-10-2021,Puyallup,Washington,United States
27233,Seth E Ward,58,S,M,05-03-2022,Spring Valley,California,United States
27234,Gabriel M Jenkins,58,S,M,10-11-2021,Sedro Woolley,Washington,United States
27235,Robert L Li,58,S,M,10/21/2021,Renton,Washington,United States
27236,Nicole J Alexander,58,S,F,11-09-2022,Olympia,Washington,United States
27237,Jasmine Ramirez,52,M,F,4/29/2022,Fremont,California,United States
27238,Jesse D Hernandez,57,S,M,11/14/2022,Concord,California,United States
27239,Noah Simmons,53,S,M,10/16/2021,Grossmont,California,United States
27240,Dalton Cooper,39,S,M,10-08-2021,Yakima,Washington,United States
27241,Oscar Butler,39,M,M,06-01-2022,West Covina,California,United States
27242,Hunter S Diaz,44,M,M,6/24/2021,Oak Bay,British Columbia,Canada
27243,Mariah L Bailey,44,S,F,4/17/2022,Vancouver,British Columbia,Canada
27244,Arianna Kelly,44,M,F,12/26/2022,Woodburn,Oregon,United States
27245,Lauren R Jones,39,M,F,10/31/2022,La Jolla,California,United States
27246,Aaron K Hall,44,M,M,5/14/2022,Lemon Grove,California,United States
27247,Blake D Hughes,44,M,M,5/18/2022,Lemon Grove,California,United States
27248,Kayla Taylor,45,M,F,08-11-2022,Puyallup,Washington,United States
27249,Emma R Cox,46,M,F,2/23/2022,Santa Monica,California,United States
27250,Virginia E Vance,46,M,F,10/25/2021,Burien,Washington,United States
27251,Jessica R Flores,46,M,F,10-02-2021,Grossmont,California,United States
27252,Andrea M Stewart,46,M,F,6/27/2021,Oak Bay,British Columbia,Canada
27253,Connor D Jai,45,M,M,6/27/2021,Cliffside,British Columbia,Canada
27254,Theodore M Jimenez,45,M,M,10/20/2021,Bremerton,Washington,United States
27255,Xavier L Rivera,45,M,M,10-10-2021,Lake Oswego,Oregon,United States
27256,Caleb Lopez,45,M,M,10/21/2021,Port Orchard,Washington,United States
27257,Rebekah L Sara,40,S,F,10/27/2021,Chula Vista,California,United States
27258,Christian E Flores,45,S,M,11-02-2021,Concord,California,United States
27259,Angela K Diaz,42,M,F,6/18/2021,Royal Oak,British Columbia,Canada
27260,Candice Ma,47,M,F,11-01-2021,Burbank,California,United States
27261,Omar M Chande,47,M,M,11/18/2021,Burien,Washington,United States
27262,Courtney Hill,47,M,F,11/22/2021,Redmond,Washington,United States
27263,Aaron M Kumar,47,M,M,10/31/2021,San Diego,California,United States
27264,Jacob Clark,48,S,M,11/16/2021,Renton,Washington,United States
27265,Isabella M Thomas,48,S,F,06-03-2021,Metchosin,British Columbia,Canada
27266,Riley B Gonzales,42,S,F,11-02-2021,San Gabriel,California,United States
27267,Emily Davis,42,S,F,8/14/2021,Shawnee,British Columbia,Canada
27268,Latasha Serrano,48,S,F,11-04-2021,Chula Vista,California,United States
27269,Victoria Lee,43,S,F,11-10-2021,Walla Walla,Washington,United States
27270,Connor J Collins,46,M,M,9/20/2021,Newton,British Columbia,Canada
27271,Anna S Reed,40,M,F,11/23/2021,Edmonds,Washington,United States
27272,Elijah Chen,41,M,M,11-08-2021,Milwaukie,Oregon,United States
27273,Marcus Miller,46,S,M,11-04-2021,Lakewood,California,United States
27274,Marcus Morris,46,S,M,11/22/2021,Lincoln Acres,California,United States
27275,Aidan Powell,48,M,M,11/27/2021,Spring Valley,California,United States
27276,Faith A Alexander,48,S,F,11/22/2021,Berkeley,California,United States
27277,Jeremy C Wood,42,M,M,11/25/2021,El Cajon,California,United States
27278,Brian O Cook,44,M,M,11-12-2022,Novato,California,United States
27279,Katelyn Brooks,49,S,F,11/16/2021,Issaquah,Washington,United States
27280,Naomi S Gutierrez,49,M,F,11-08-2021,Burbank,California,United States
27281,Jenny Nath,48,S,F,11/25/2021,Clearwater,Florida,United States
27282,Barry M Perez,44,M,M,10-08-2022,Calgary,Alberta,Canada
27283,Jamie Hernandez,50,S,M,02-09-2022,Cliffside,British Columbia,Canada
27284,Danielle Y Bailey,50,M,F,5/24/2022,Seattle,Washington,United States
27285,Zachary J Jones,47,S,M,9/17/2021,Port Hammond,British Columbia,Canada
27286,Shawn Pal,46,S,M,11/20/2021,Chicago,Illinois,United States
27287,Samuel E Perez,42,M,M,11/22/2021,Los Angeles,California,United States
27288,Destiny L Richardson,47,S,F,11-10-2021,Newport Beach,California,United States
27289,Anna Long,50,S,F,10/29/2021,National City,California,United States
27290,Marcus Evans,46,M,M,7/26/2022,Puyallup,Washington,United States
27291,Bobby M Mehta,51,S,M,10/28/2021,Burien,Washington,United States
27292,Julia Evans,50,S,F,10/31/2021,Oregon City,Oregon,United States
27293,Kaitlyn Jackson,51,M,F,2/19/2022,Glendale,California,United States
27294,Ana Bradley,51,S,F,11/24/2021,San Carlos,California,United States
27295,Wyatt Taylor,51,S,M,11/17/2021,Lynnwood,Washington,United States
27413,Kaitlyn H Reed,70,M,F,5/30/2022,Langford,British Columbia,Canada
27296,Rodrigo D Ready,51,S,M,11/25/2021,El Cajon,California,United States
27297,Ashley Coleman,47,S,F,9/23/2021,Cliffside,British Columbia,Canada
27298,Jennifer L Coleman,42,S,F,9/22/2021,Haney,British Columbia,Canada
27299,Micheal S Gutierrez,40,M,M,10/19/2021,Port Macquarie,New South Wales,Australia
27300,Robert A Baker,64,M,M,3/18/2022,Langford,British Columbia,Canada
27301,Clarence Zhou,64,M,M,10/24/2022,Burlingame,California,United States
27302,Charles M Smith,60,M,M,12/13/2022,Chatou,Yveline,France
27303,Arturo Yang,60,M,M,7/22/2022,Paris,Seine (Paris),France
27304,Alexandra A Robinson,54,S,F,9/30/2022,Roubaix,Nord,France
27305,Terry Nara,60,M,M,12/15/2022,Peterborough,England,United Kingdom
27306,Tony R Black,61,S,M,8/16/2022,Paris,Seine (Paris),France
27307,Andre Prasad,61,M,M,7/18/2022,Paderborn,Hamburg,Germany
27308,Marie A Rana,61,S,F,04-07-2022,Billericay,England,United Kingdom
27309,Tony Deng,62,M,M,03-01-2022,Mühlheim,Hamburg,Germany
27310,Isabella P Hill,63,M,F,10/18/2022,Ingolstadt,Bayern,Germany
27311,Jenna L Adams,57,M,F,7/18/2022,Villeneuve-d'Ascq,Nord,France
27312,Sandra L Sun,72,S,F,10-09-2022,Offenbach,Saarland,Germany
27313,Diane S Moreno,72,M,F,05-05-2022,Versailles,Yveline,France
27314,Jarrod R Arthur,67,S,M,7/17/2022,Berlin,Saarland,Germany
27315,James Mitchell,72,M,M,01-06-2023,Saarlouis,Saarland,Germany
27316,Jarrod E Malhotra,71,M,M,03-03-2022,Solingen,Nordrhein-Westfalen,Germany
27317,Raymond G Lopez,71,M,M,10/23/2022,Milton Keynes,England,United Kingdom
27318,James Bryant,57,M,M,01-04-2023,Paris,Seine (Paris),France
27319,Ian Bryant,46,M,M,12/25/2022,York,England,United Kingdom
27320,Jose C Green,64,M,M,11/17/2022,Solingen,Nordrhein-Westfalen,Germany
27321,Dylan L Zhang,64,M,M,2/23/2022,Saarlouis,Saarland,Germany
27322,Derrick Bradley,53,S,M,04-02-2022,Paris,Seine (Paris),France
27323,Michele Shan,65,S,F,02-03-2022,Roubaix,Nord,France
27324,Candice W Xu,65,S,F,12-09-2022,Villeneuve-d'Ascq,Nord,France
27325,Todd L Liang,65,M,M,3/13/2022,Hannover,Nordrhein-Westfalen,Germany
27326,Ashlee Goel,66,S,F,7/17/2022,Tremblay-en-France,Seine Saint Denis,France
27327,Melody Nicholls,61,S,F,5/25/2022,Saarlouis,Saarland,Germany
27328,Edgar Srini,68,S,M,1/21/2023,Lille,Nord,France
27329,Gloria M Vazquez,68,M,F,6/15/2022,Roncq,Nord,France
27330,Brendan A Nara,62,M,M,12/27/2022,Hamburg,Hamburg,Germany
27331,Julia N Richardson,68,M,F,02-02-2022,Billericay,England,United Kingdom
27332,Tony K Raji,69,M,M,09-11-2022,Saint Ouen,Charente-Maritime,France
27333,Kathryn Luo,69,M,F,10/26/2022,Stuttgart,Saarland,Germany
27334,Corey Yuan,70,S,M,09-01-2022,Suresnes,Hauts de Seine,France
27335,Ricardo Raji,70,M,M,12/18/2022,Tremblay-en-France,Seine Saint Denis,France
27336,George Suri,70,S,M,04-12-2022,Werne,Nordrhein-Westfalen,Germany
27337,Julia R Hall,70,M,F,8/28/2022,Watford,England,United Kingdom
27338,Virginia J Lopez,41,M,F,9/30/2021,North Sydney,New South Wales,Australia
27339,Ann Sai,42,S,F,10/30/2021,Silverwater,New South Wales,Australia
27340,Francis Carlson,41,S,M,11/16/2021,Springwood,New South Wales,Australia
27341,Kari V Sanz,41,S,F,11/17/2021,Lavender Bay,New South Wales,Australia
27342,Henry Rana,41,M,M,11/13/2021,Melbourne,Victoria,Australia
27343,Dale B Nath,37,S,M,07-06-2022,Rockhampton,Queensland,Australia
27344,Hector Sanz,43,S,M,5/21/2022,Geelong,Victoria,Australia
27345,Darrell J Shan,37,S,M,10/27/2022,Port Macquarie,New South Wales,Australia
27346,Leslie Dominguez,42,S,F,11-09-2021,Hawthorne,Queensland,Australia
27347,Jeffery J Lin,37,M,M,6/14/2022,Hobart,Tasmania,Australia
27348,Clayton Zhou,43,M,M,11-09-2021,Hawthorne,Queensland,Australia
27349,Sheila B Diaz,37,M,F,01-10-2023,Sunbury,Victoria,Australia
27350,Arthur E Subram,42,S,M,04-01-2022,Seaford,Victoria,Australia
27351,Jenny S Liang,37,M,F,06-05-2022,Darlinghurst,New South Wales,Australia
27352,Douglas Subram,43,S,M,11-08-2021,Findon,South Australia,Australia
27353,Gilbert T Andersen,43,S,M,11-01-2021,Hobart,Tasmania,Australia
27354,Deanna H Patel,37,S,F,11-10-2021,Silverwater,New South Wales,Australia
27355,Nelson Suarez,44,M,M,11-08-2021,Sydney,New South Wales,Australia
27356,Mayra E Lopez,44,M,F,11/26/2021,Silverwater,New South Wales,Australia
27357,Victor J Gutierrez,39,M,M,9/16/2022,Geelong,Victoria,Australia
27358,Devon G Shen,40,M,M,4/27/2022,Hervey Bay,Queensland,Australia
27359,Morgan J Davis,40,S,F,11/20/2021,Warrnambool,Victoria,Australia
27360,Kurt L Kumar,46,M,M,4/14/2022,Findon,South Australia,Australia
27361,Valerie L Yang,46,S,F,9/19/2022,Milsons Point,New South Wales,Australia
27362,Alex L Cooper,45,S,M,11/27/2021,Geelong,Victoria,Australia
27363,Tara E Jai,39,M,F,07-09-2022,Coffs Harbour,New South Wales,Australia
27364,Cedric Li,40,S,M,03-01-2022,Seaford,Victoria,Australia
27365,Jimmy Jimenez,46,S,M,11/18/2021,East Brisbane,Queensland,Australia
27366,Bob A Alan,41,S,M,11/13/2021,South Melbourne,Victoria,Australia
27367,Sydney Adams,41,S,F,08-08-2022,Hervey Bay,Queensland,Australia
27368,Brandy Gonzalez,47,M,F,03-06-2022,Brisbane,Queensland,Australia
27369,Pamela C Raman,47,M,F,5/20/2022,East Brisbane,Queensland,Australia
27370,Stephanie A Bell,46,S,F,11-09-2021,Townsville,Queensland,Australia
27371,Carolyn S Srini,46,S,F,11-01-2021,Geelong,Victoria,Australia
27372,Andre Sai,69,S,M,12/30/2022,Bradenton,Florida,United States
27373,Eduardo E Rivera,69,S,M,5/24/2022,Woodburn,Oregon,United States
27374,Robert Phillips,57,S,M,11/16/2022,Bremerton,Washington,United States
27375,Nicole Wilson,63,M,F,3/20/2022,Puyallup,Washington,United States
27376,Courtney Gonzalez,69,S,F,11/13/2022,Marysville,Washington,United States
